school_id,dep_id,school_name,department_name,depname_abbr,school_group_my,category_id,category_name,basic_class_rank,basic_preference_score,des_class_rank,new_des_score
100,100342,國立嘉義大學,水生生物科學系,嘉義水生生物,3,5,自然科學、數學及統計,168,-0.100975,208,310.1593591
21,21092,國立臺灣海洋大學,水產養殖學系,海洋水產養殖,2,8,農業、林業、漁業及獸醫,150,0.02906,178,347.3260401
7,7042,高雄醫學大學,牙醫學系,高醫牙醫,1,9,醫藥衛生及社會福利,47,1.644155,21,502.0021506
4,4342,國立成功大學,牙醫學系,,1,9,醫藥衛生及社會福利,20,2.385397,14,508.5133174
26,26022,中山醫學大學,牙醫學系,中山醫牙醫,1,9,醫藥衛生及社會福利,58,1.20528,28,498.9773767
25,25032,國立陽明大學,牙醫學系,陽明牙醫,1,9,醫藥衛生及社會福利,23,2.303161,6,511.7958065
12,12012,中國醫藥大學,牙醫學系,中醫牙醫,1,9,醫藥衛生及社會福利,33,1.833936,18,504.0469799
109,109032,臺北醫學大學,牙醫學系,北醫牙醫,1,9,醫藥衛生及社會福利,25,2.238141,13,508.8361852
1,1242,國立臺灣大學,牙醫學系,臺大牙醫,1,9,醫藥衛生及社會福利,3,3.550406,2,519.6522556
109,109132,臺北醫學大學,牙體技術學系,北醫牙體技術,1,9,醫藥衛生及社會福利,78,0.807897,69,442.0572323
9,9500,東海大學,永續科學與工程學士學位學程,東海永續科學工程,4,5,自然科學、數學及統計,114,0.475107,226,271.8592781
100,100362,國立嘉義大學,生化科技學系,嘉義生化科技,3,5,自然科學、數學及統計,221,-0.729299,185,340.8749943
1,1612,國立臺灣大學,生化科技學系,臺大生化科技,1,5,自然科學、數學及統計,19,2.423419,36,484.9977812
4,4452,國立成功大學,生命科學系,成大生命科學,1,5,自然科學、數學及統計,63,1.035403,77,432.7274497
38,38132,國立臺東大學,生命科學系,臺東生命科學,2,5,自然科學、數學及統計,166,-0.099288,190,333.8773308
34,34062,國立東華大學,生命科學系,東華生命科學,2,5,自然科學、數學及統計,163,-0.075112,209,309.4411891
3,3382,國立中興大學,生命科學系,中興生命科學,3,5,自然科學、數學及統計,121,0.324318,107,410.0939161
20,20222,輔仁大學,生命科學系,輔仁生命科學,1,5,自然科學、數學及統計,188,-0.227416,183,343.0908405
2,2192,國立臺灣師範大學,生命科學系,臺師生命科學,2,5,自然科學、數學及統計,80,0.791054,89,424.8135019
17,17162,中國文化大學,生命科學系,文化生命科學,4,5,自然科學、數學及統計,184,-0.213193,224,274.368202
16,16302,國立中央大學,生命科學系,中央生命科學,2,5,自然科學、數學及統計,142,0.145935,98,416.1466786
11,11392,國立清華大學,生命科學系,清大生命科學,2,5,自然科學、數學及統計,26,2.11841,73,436.5090467
108,108072,慈濟大學,生命科學系,慈濟生命科學,1,5,自然科學、數學及統計,172,-0.143749,229,268.2666652
101,101172,國立高雄大學,生命科學系,高雄生命科學,2,5,自然科學、數學及統計,162,-0.06634,184,342.5703236
1,1602,國立臺灣大學,生命科學系,臺大生命科學,1,5,自然科學、數學及統計,42,1.738866,41,476.22654
9,9112,東海大學,生命科學系生物醫學組,東海生科醫學,4,5,自然科學、數學及統計,189,-0.230135,170,353.0292073
9,9122,東海大學,生命科學系生態生物多樣性組,,4,6,自然科學、數學及統計,157,-0.02876,182,344.4879731
11,11412,國立清華大學,生命科學院學士班,清大生科學士,2,5,自然科學、數學及統計,35,1.81682,54,458.3073785
21,21102,國立臺灣海洋大學,生命科學暨生物科技學系,海洋生科生物科技,2,5,自然科學、數學及統計,146,0.092418,155,366.4309797
150,150102,國立宜蘭大學,生物技術與動物科學系,宜蘭生物技術動科,2,8,農業、林業、漁業及獸醫,144,0.131752,175,350.8363783
22,22052,國立高雄師範大學,生物科技系,高師生物科技,2,5,自然科學、數學及統計,205,-0.377909,150,371.8490133
4,4462,國立成功大學,生物科技與產業科學系,成大生物科技產科,1,5,自然科學、數學及統計,95,0.636672,87,425.8936182
3,3352,國立中興大學,生物科技學士學位學程,中興生物科技學程,3,5,自然科學、數學及統計,138,0.184845,105,413.098985
8,8072,中原大學,生物科技學系,中原生物科技學,4,5,自然科學、數學及統計,197,-0.321218,189,334.6562629
7,7182,高雄醫學大學,生物科技學系,高醫生物科技學,1,5,自然科學、數學及統計,125,0.277916,140,378.4945071
33,33152,國立臺南大學,生物科技學系,臺南生物科技學,2,5,自然科學、數學及統計,207,-0.416076,177,349.0670093
13,13172,國立交通大學,生物科技學系,交大生物科技學,2,5,自然科學、數學及統計,65,1.013392,86,426.1646315
12,12102,中國醫藥大學,生物科技學系,中醫生物科技學,1,5,自然科學、數學及統計,194,-0.280705,124,390.1942662
134,134052,亞洲大學,生物科技學系(醫藥應用組),,4,9,醫藥衛生及社會福利,212,-0.570478,176,349.1020519
45,45462,義守大學,生物科技學系生物醫藥組,義守生科生物醫藥,4,5,自然科學、數學及統計,224,-0.822131,203,317.2808394
45,45462,義守大學,生物科技學系食品生技組,義守生科食品,4,5,自然科學、數學及統計,234,-1.445166,216,299.7376905
27,27042,國立中山大學,生物科學系,中山生物科學,2,5,自然科學、數學及統計,193,-0.268767,120,397.6999432
43,43504,中華大學,生物資訊學系(生醫大數據組),,4,5,自然科學、數學及統計,227,-1.030322,231,264.7568549
43,43504,中華大學,生物資訊學系(基因科技組),,4,5,自然科學、數學及統計,236,-1.732811,228,269.6019767
42,42322,大葉大學,生物資源系(生態經營生物組),,4,5,自然科學、數學及統計,233,-1.293708,236,244.268407
100,100352,國立嘉義大學,生物資源學系,嘉義生物資源,3,5,自然科學、數學及統計,171,-0.138995,194,325.5763671
42,42332,大葉大學,生物資源學系(醫藥微生物組),大葉生物資源(醫藥微生物),4,5,自然科學、數學及統計,232,-1.288762,235,247.5082234
100,100222,國立嘉義大學,生物農業科技學系,嘉義生物農業,3,8,農業、林業、漁業及獸醫,202,-0.359731,200,322.4479371
23,23072,國立彰化師範大學,生物學系,彰師生物,2,5,自然科學、數學及統計,148,0.082233,143,376.6965414
109,109152,臺北醫學大學,生物醫學工程學系,北醫生物醫學,1,7,工程、製造及營建,89,0.707688,62,450.8092165
30,30082,長庚大學,生物醫學系,長庚生醫,1,5,自然科學、數學及統計,107,0.527251,129,381.9782669
41,41092,國立中正大學,生物醫學科學系,中正生醫科學,2,5,自然科學、數學及統計,210,-0.536622,117,400.1590014
26,26072,中山醫學大學,生物醫學科學學系,中山醫生醫科學學,1,5,自然科學、數學及統計,183,-0.206652,151,370.8827769
7,7172,高雄醫學大學,生物醫學暨環境生物學系,高醫生醫環境生物,1,5,自然科學、數學及統計,170,-0.131438,142,378.0705529
25,25052,國立陽明大學,生物醫學影像暨放射科學系,陽明生醫放射,1,9,醫藥衛生及社會福利,31,1.916341,61,451.0177306
12,12142,中國醫藥大學,生物醫學影像暨放射科學學系,中醫生醫放射學,1,9,醫藥衛生及社會福利,115,0.43203,95,420.2201076
33,33162,國立臺南大學,生態暨環境資源學系,臺南生態環境資源,2,5,自然科學、數學及統計,198,-0.325617,202,320.1671685
59,59292,南華大學,自然生物科技學系,南華自然生物科技,4,5,自然科學、數學及統計,131,0.228021,233,252.772925
7,7032,高雄醫學大學,呼吸治療學系,高醫呼吸治療,1,9,醫藥衛生及社會福利,68,0.969856,122,391.8504283
30,30092,長庚大學,呼吸治療學系,長庚呼吸治療,1,9,醫藥衛生及社會福利,126,0.268453,111,403.1668447
20,20162,輔仁大學,呼吸治療學系,輔仁呼吸治療,1,9,醫藥衛生及社會福利,109,0.513031,113,402.6534062
109,109112,臺北醫學大學,呼吸治療學系,北醫呼吸治療,1,9,醫藥衛生及社會福利,81,0.783996,90,423.6744426
3,3322,國立中興大學,昆蟲學系,中興昆蟲,3,5,自然科學、數學及統計,79,0.799635,139,378.8790106
1,1462,國立臺灣大學,昆蟲學系,臺大昆蟲,1,5,自然科學、數學及統計,10,2.675417,60,452.388136
25,25082,國立陽明大學,物理治療暨輔助科技學系,陽明物理治療輔助,1,9,醫藥衛生及社會福利,41,1.746583,43,472.5860561
7,7132,高雄醫學大學,物理治療學系,高醫物理治療,1,9,醫藥衛生及社會福利,51,1.342024,68,443.5003568
45,45522,義守大學,物理治療學系,義守物治,4,9,醫藥衛生及社會福利,226,-1.013596,136,379.305955
4,4322,國立成功大學,物理治療學系,成大物理治療,1,9,醫藥衛生及社會福利,43,1.705243,45,470.2256793
30,30062,長庚大學,物理治療學系,長庚物理治療,1,9,醫藥衛生及社會福利,57,1.25512,66,445.9664965
26,26032,中山醫學大學,物理治療學系,中山醫物理治療,1,9,醫藥衛生及社會福利,93,0.660352,80,429.8732269
134,134162,亞洲大學,物理治療學系,,4,9,醫藥衛生及社會福利,180,-0.202644,118,399.724321
12,12092,中國醫藥大學,物理治療學系,中醫物理治療,1,9,醫藥衛生及社會福利,87,0.730887,67,444.4604111
108,108062,慈濟大學,物理治療學系,慈濟物理治療,1,9,醫藥衛生及社會福利,83,0.746509,106,411.226243
1,1282,國立臺灣大學,物理治療學系,臺大物理治療,1,9,醫藥衛生及社會福利,16,2.534875,30,493.9842676
51,51322,長榮大學,保健營養學系,長榮保健營養學系,4,5,自然科學、數學及統計,229,-1.121401,230,265.6893103
17,17292,中國文化大學,保健營養學系,文化保健營養,4,5,自然科學、數學及統計,217,-0.631684,220,285.8404282
109,109082,臺北醫學大學,保健營養學系,北醫保健營養,1,5,自然科學、數學及統計,66,0.99808,71,439.3438248
36,36252,國立屏東大學,科普傳播學系,屏東科普傳播,2,1,教育,231,-1.272488,213,305.7384421
109,109162,臺北醫學大學,食品安全學系,北醫食品安全,1,7,工程、製造及營建,74,0.850021,88,425.7924771
20,20392,輔仁大學,食品科學系,輔仁食品科學,1,7,工程、製造及營建,187,-0.223749,174,351.0712876
153,153052,國立金門大學,食品科學系,金門食品科學,2,7,工程、製造及營建,181,-0.202671,179,345.8479793
150,150092,國立宜蘭大學,食品科學系,宜蘭食品科學,2,7,工程、製造及營建,218,-0.676841,192,331.4960007
100,100332,國立嘉義大學,食品科學系,嘉義食品科學,3,7,工程、製造及營建,135,0.217069,186,340.2548012
21,21082,國立臺灣海洋大學,食品科學系生物科技組,海洋食品科學生科,2,7,工程、製造及營建,169,-0.101579,162,361.7896525
21,21072,國立臺灣海洋大學,食品科學系食品科學組,海洋食品科學食品科學,2,7,工程、製造及營建,137,0.197842,149,372.157744
3,3262,國立中興大學,食品暨應用生物科技學系,中興食品應用生科,3,7,工程、製造及營建,75,0.841276,108,409.142734
42,42505,大葉大學,食品應用生科系(應用生技組),,4,5,自然科學、數學及統計,223,-0.756812,232,254.3658546
18,18261,靜宜大學,食品營養系食品與生物技術組,靜宜食品營養生技,4,5,自然科學、數學及統計,124,0.279458,212,308.1182644
134,134042,亞洲大學,食品營養保健系(食品營養組),,4,5,自然科學、數學及統計,220,-0.703945,147,372.3842678
50,50012,實踐大學,食品營養與保健生技系(臺北),,4,5,自然科學、數學及統計,219,-0.691056,217,299.2812317
18,18241,靜宜大學,食品營養學系營養與保健組,靜宜食品營養保健,4,5,自然科學、數學及統計,140,0.147033,207,310.9225
7,7072,高雄醫學大學,香粧品學系,高醫香粧品,1,9,醫藥衛生及社會福利,100,0.602002,154,369.3200443
27,27162,國立中山大學,海洋生物科技暨資源學系,中山海洋生物資源,2,5,自然科學、數學及統計,119,0.337716,127,385.7744627
21,21282,國立臺灣海洋大學,海洋生物科技學士學位學程,海洋海洋生物學程,2,5,自然科學、數學及統計,136,0.216287,167,353.762239
109,109122,臺北醫學大學,高齡健康管理學系,北醫高齡健康管理,1,9,醫藥衛生及社會福利,111,0.48989,102,413.9383389
51,51312,長榮大學,健康心理學系,長榮健康心理,4,3,社會科學、新聞學及圖書資訊,228,-1.067637,223,274.7777932
2,2042,國立臺灣師範大學,健康促進與衛生教育學系,臺師健康衛生,2,1,教育,94,0.659961,92,422.4531215
26,26142,中山醫學大學,健康餐飲暨產業管理學系,中山醫健康餐飲,1,10,服務,177,-0.181168,196,325.1697818
1,1402,國立臺灣大學,動物科學技術學系,臺大動物科學技術,1,8,農業、林業、漁業及獸醫,61,1.140474,48,464.4418662
3,3332,國立中興大學,動物科學系,中興動物科學,3,8,農業、林業、漁業及獸醫,90,0.691867,78,430.9665159
17,17252,中國文化大學,動物科學系,文化動物科學,4,8,農業、林業、漁業及獸醫,209,-0.496322,221,278.0057087
100,100212,國立嘉義大學,動物科學系,嘉義動物科學,3,8,農業、林業、漁業及獸醫,151,0.019227,144,376.3452625
3,3372,國立中興大學,國際農企業學士學位學程,中興國際農企,3,4,商業、管理及法律,129,0.241438,96,419.5465003
9,9502,東海大學,景觀學系,,4,7,工程、製造及營建,167,-0.099782,169,353.0898402
150,150112,國立宜蘭大學,森林暨自然資源學系,宜蘭森林資源,2,8,農業、林業、漁業及獸醫,190,-0.237505,205,312.3663783
100,100192,國立嘉義大學,森林暨自然資源學系,嘉義森林資源,3,8,農業、林業、漁業及獸醫,128,0.247195,197,325.119483
3,3302,國立中興大學,森林學系木材科學組,中興森林木材,3,8,農業、林業、漁業及獸醫,141,0.146845,153,370.7077511
3,3292,國立中興大學,森林學系林學組,中興森林學林學,3,8,農業、林業、漁業及獸醫,102,0.575315,145,373.6823361
1,1392,國立臺灣大學,森林環境暨資源學系,臺大森林環境資源,1,8,農業、林業、漁業及獸醫,46,1.688339,63,450.7525442
1,1472,國立臺灣大學,植物病理與微生物學系,臺大植物微生物學,1,8,農業、林業、漁業及獸醫,28,2.09645,49,463.8144918
3,3312,國立中興大學,植物病理學系,中興植物病理學,3,8,農業、林業、漁業及獸醫,67,0.970098,109,406.158738
100,100242,國立嘉義大學,植物醫學系,嘉義植物醫學,3,8,農業、林業、漁業及獸醫,186,-0.21779,187,337.1030657
42,42442,大葉大學,視光學系,大葉視光學,4,9,醫藥衛生及社會福利,204,-0.374251,234,251.1322488
26,26082,中山醫學大學,視光學系,中山醫視光學,1,9,醫藥衛生及社會福利,196,-0.317661,158,364.9966573
134,134132,亞洲大學,視光學系,亞洲視光學,4,9,醫藥衛生及社會福利,176,-0.179793,134,380.3774337
17,17242,中國文化大學,園藝暨生物技術學系,文化園藝生物,4,8,農業、林業、漁業及獸醫,192,-0.266254,227,270.7159071
1,1422,國立臺灣大學,園藝暨景觀學系,臺大園藝景觀,1,8,農業、林業、漁業及獸醫,37,1.804674,56,456.6268679
3,3282,國立中興大學,園藝學系,中興園藝,3,8,農業、林業、漁業及獸醫,84,0.736539,121,392.5959063
150,150122,國立宜蘭大學,園藝學系,宜蘭園藝,2,8,農業、林業、漁業及獸醫,203,-0.368576,195,325.2464633
100,100182,國立嘉義大學,園藝學系,嘉義園藝,3,8,農業、林業、漁業及獸醫,200,-0.352861,211,309.1170671
100,100372,國立嘉義大學,微生物免疫與生物藥學系,嘉義微生物藥學,3,5,自然科學、數學及統計,208,-0.492305,172,352.7640516
5,5142,東吳大學,微生物學系生物科技組,東吳微生物生科,4,5,自然科學、數學及統計,160,-0.057031,173,352.216167
5,5132,東吳大學,微生物學系應用微生物組,東吳微生物應微,4,5,自然科學、數學及統計,112,0.488923,171,352.998605
1,1382,國立臺灣大學,農業化學系,臺大農業化學,1,8,農業、林業、漁業及獸醫,30,2.05034,44,470.7377878
3,3272,國立中興大學,農藝學系,中興農藝,3,8,農業、林業、漁業及獸醫,60,1.179828,115,401.4178921
100,100172,國立嘉義大學,農藝學系,嘉義農藝,3,8,農業、林業、漁業及獸醫,164,-0.081166,201,321.450329
1,1362,國立臺灣大學,農藝學系,臺大農藝,1,8,農業、林業、漁業及獸醫,39,1.801781,51,462.5918188
35,35292,臺北市立大學,運動健康科學系,,2,10,服務,143,0.136029,135,379.5534311
17,17602,中國文化大學,運動與健康促進學系,,4,10,服務,230,-1.193385,214,305.5269448
7,7022,高雄醫學大學,運動醫學系,高醫運動醫學,1,9,醫藥衛生及社會福利,97,0.627593,148,372.316649
12,12112,中國醫藥大學,運動醫學系,中醫運動醫學,1,9,醫藥衛生及社會福利,154,-0.011431,125,388.4840896
41,41382,國立中正大學,運動競技學系,中正運動競技,2,10,服務,173,-0.144493,159,364.0720713
26,26052,中山醫學大學,語言治療與聽力系語言治療組,,1,9,醫藥衛生及社會福利,82,0.756074,97,419.3356719
26,26062,中山醫學大學,語言治療與聽力學系聽力組,中山醫語言治療聽力聽力,1,9,醫藥衛生及社會福利,76,0.823394,112,402.946395
35,35232,臺北市立大學,衛生福利學系,北市大衛生福利,2,9,醫藥衛生及社會福利,88,0.719661,138,379.0178145
25,25122,國立陽明大學,學士班大一大二不分系,陽明學士班不分系,1,5,自然科學、數學及統計,98,0.625482,39,479.3741825
20,20402,輔仁大學,營養科學系,輔仁營養科學,1,5,自然科學、數學及統計,201,-0.359078,128,383.0162181
2,2232,國立臺灣師範大學,營養科學學士學位學程,臺師營養科學,2,5,自然科學、數學及統計,96,0.630054,93,421.2111441
26,26112,中山醫學大學,營養學系,中山醫營養,1,5,自然科學、數學及統計,206,-0.400578,133,380.8445233
12,12082,中國醫藥大學,營養學系,中醫營養,1,5,自然科學、數學及統計,99,0.616106,94,420.575265
45,45492,義守大學,營養學系食品營養組,,4,9,醫藥衛生及社會福利,235,-1.514862,204,312.9486682
45,45492,義守大學,營養學系臨床營養組,,4,9,醫藥衛生及社會福利,216,-0.611954,199,323.0515641
21,21152,國立臺灣海洋大學,環境生物與漁業科學學系,海洋環境生物漁業,2,8,農業、林業、漁業及獸醫,117,0.417473,168,353.2468937
51,51482,長榮大學,環境與食安檢驗學程(食檢組),,4,7,工程、製造及營建,225,-0.978748,225,272.47804
20,20142,輔仁大學,臨床心理學系,輔仁臨床心理,1,3,社會科學、新聞學及圖書資訊,130,0.235635,116,400.9713172
7,7122,高雄醫學大學,職能治療學系,高醫職能治療,1,9,醫藥衛生及社會福利,105,0.55328,74,435.1240356
45,45532,義守大學,職能治療學系,義守職治,4,9,醫藥衛生及社會福利,199,-0.347291,157,365.5311173
4,4312,國立成功大學,職能治療學系,成大職能治療,1,9,醫藥衛生及社會福利,50,1.462135,50,463.6258911
30,30072,長庚大學,職能治療學系,長庚職能治療,1,9,醫藥衛生及社會福利,69,0.92588,76,434.4912025
26,26042,中山醫學大學,職能治療學系,中山醫職能治療,1,9,醫藥衛生及社會福利,101,0.586835,72,438.3794189
20,20152,輔仁大學,職能治療學系,輔仁職能治療,1,9,醫藥衛生及社會福利,91,0.67539,104,413.3922529
134,134152,亞洲大學,職能治療學系,,4,9,醫藥衛生及社會福利,153,-0.00966,81,428.6621634
1,1292,國立臺灣大學,職能治療學系,臺大職能治療,1,9,醫藥衛生及社會福利,27,2.117043,33,487.5928882
26,26122,中山醫學大學,職業安全衛生學系,中山醫職安衛生,1,10,服務,211,-0.569088,193,328.6495838
7,7142,高雄醫學大學,醫務管理暨醫療資訊學系,高醫醫管醫療資訊,1,4,商業、管理及法律,191,-0.25717,161,362.0105366
30,30042,長庚大學,醫學生物技術暨檢驗學系,長庚醫學生技暨檢驗,1,9,醫藥衛生及社會福利,73,0.866888,75,434.5287587
25,25042,國立陽明大學,醫學生物技術暨檢驗學系,陽明醫學生技檢驗,1,9,醫藥衛生及社會福利,44,1.704301,52,460.7914847
7,7012,高雄醫學大學,醫學系,,1,9,醫藥衛生及社會福利,14,2.576543,10,509.6971659
4,4282,國立成功大學,醫學系,,1,9,醫藥衛生及社會福利,2,4.01538,4,517.8226716
30,30012,長庚大學,醫學系,,1,9,醫藥衛生及社會福利,22,2.314205,5,515.4011633
26,26012,中山醫學大學,醫學系,中山醫醫學,1,9,醫藥衛生及社會福利,15,2.557211,16,505.7151301
20,20122,輔仁大學,醫學系,,1,9,醫藥衛生及社會福利,38,1.804456,11,509.6971659
152,152012,馬偕醫學院,醫學系,馬偕醫學,1,9,醫藥衛生及社會福利,9,2.685952,7,511.5805613
12,12022,中國醫藥大學,醫學系,中醫醫學,1,9,醫藥衛生及社會福利,24,2.245402,8,511.0962596
109,109012,臺北醫學大學,醫學系,,1,9,醫藥衛生及社會福利,5,2.82788,3,518.8450862
108,108012,慈濟大學,醫學系,,1,9,醫藥衛生及社會福利,12,2.660152,17,504.6389041
1,1222,國立臺灣大學,醫學系,,1,9,醫藥衛生及社會福利,1,6.525536,1,532.997457
7,7252,高雄醫學大學,醫學系(公費),,1,9,醫藥衛生及社會福利,32,1.896822,20,502.2712071
4,4280,國立成功大學,醫學系(公費),,1,9,醫藥衛生及社會福利,62,1.125722,22,501.9483393
25,25152,國立陽明大學,醫學系(公費),,1,9,醫藥衛生及社會福利,59,1.192963,19,502.5079768
20,20123,輔仁大學,醫學系(公費),輔仁醫學(公費),1,9,醫藥衛生及社會福利,116,0.425102,23,501.5377545
108,108013,慈濟大學,醫學系(公費),,1,9,醫藥衛生及社會福利,49,1.481647,24,501.1949812
45,45552,義守大學,醫學系(公費生),義守醫學(公費),4,9,醫藥衛生及社會福利,178,-0.182244,26,499.7822558
7,7202,高雄醫學大學,醫學社會學與社會工作學系,高醫醫學社會工作,1,9,醫藥衛生及社會福利,174,-0.165421,166,353.8943156
11,11402,國立清華大學,醫學科學系,清大醫學科學,2,9,醫藥衛生及社會福利,53,1.31733,55,456.9988387
7,7102,高雄醫學大學,醫學影像暨放射科學系,高醫醫學放射,1,9,醫藥衛生及社會福利,86,0.735144,110,405.704937
45,45512,義守大學,醫學影像暨放射科學系,義守醫學影像放射,4,9,醫藥衛生及社會福利,185,-0.217726,191,332.392756
30,30052,長庚大學,醫學影像暨放射科學系,長庚醫學放射,1,9,醫藥衛生及社會福利,92,0.661623,101,414.839336
26,26092,中山醫學大學,醫學影像暨放射科學系,中山醫醫學放射,1,9,醫藥衛生及社會福利,106,0.529564,132,380.9174623
7,7092,高雄醫學大學,醫學檢驗生物技術學系,高醫醫檢生技,1,9,醫藥衛生及社會福利,139,0.164067,83,427.8123907
4,4292,國立成功大學,醫學檢驗生物技術學系,成大醫檢生技,1,9,醫藥衛生及社會福利,48,1.564509,53,460.68491
12,12072,中國醫藥大學,醫學檢驗生物技術學系,中醫醫檢生技,1,9,醫藥衛生及社會福利,152,0.013027,65,447.2181148
108,108022,慈濟大學,醫學檢驗生物技術學系,慈濟醫檢生技,1,9,醫藥衛生及社會福利,120,0.332185,152,370.76876
45,45542,義守大學,醫學檢驗技術學系,義守醫檢,4,9,醫藥衛生及社會福利,215,-0.593811,156,366.1695918
26,26162,中山醫學大學,醫學檢驗暨生物技術學系,中山醫醫檢暨生技,1,9,醫藥衛生及社會福利,145,0.128271,100,415.5513174
109,109062,臺北醫學大學,醫學檢驗暨生物技術學系,北醫醫檢暨生技,1,9,醫藥衛生及社會福利,71,0.902369,58,453.7879059
1,1262,國立臺灣大學,醫學檢驗暨生物技術學系,臺大醫檢生技,1,9,醫藥衛生及社會福利,21,2.314329,38,482.9634959
7,7152,高雄醫學大學,醫藥暨應用化學系醫藥化學組,,1,5,自然科學、數學及統計,72,0.885264,114,402.0367567
3,3392,國立中興大學,獸醫學系,中興獸醫,3,8,農業、林業、漁業及獸醫,45,1.702003,42,475.4439484
100,100382,國立嘉義大學,獸醫學系,嘉義獸醫,3,8,農業、林業、漁業及獸醫,70,0.903047,46,467.7927558
1,1432,國立臺灣大學,獸醫學系,臺大獸醫,1,8,農業、林業、漁業及獸醫,4,3.213331,31,492.359591
12,12132,中國醫藥大學,藥用化妝品學系,中醫藥用化妝品,1,9,醫藥衛生及社會福利,158,-0.033669,130,381.7925774
7,7062,高雄醫學大學,藥學系,高醫藥學,1,9,醫藥衛生及社會福利,29,2.079642,34,487.0771918
4,4332,國立成功大學,藥學系,成大藥學,1,9,醫藥衛生及社會福利,17,2.463506,27,499.185
25,25112,國立陽明大學,藥學系,陽明藥學,1,9,醫藥衛生及社會福利,7,2.803094,29,498.9349068
12,12052,中國醫藥大學,藥學系,中醫藥學,1,9,醫藥衛生及社會福利,52,1.337949,37,484.2718129
1,1252,國立臺灣大學,藥學系,臺大藥學,1,9,醫藥衛生及社會福利,6,2.824356,25,500.2616358
109,109052,臺北醫學大學,藥學系臨床藥學組,北醫藥學臨床,1,9,醫藥衛生及社會福利,11,2.662619,32,491.5767234
109,109042,臺北醫學大學,藥學系藥學組,北醫藥學藥學,1,9,醫藥衛生及社會福利,34,1.821014,35,486.8101596
7,7082,高雄醫學大學,護理學系,高醫護理學,1,9,醫藥衛生及社會福利,123,0.313627,141,378.3003602
51,51332,長榮大學,護理學系,長榮護理學,4,9,醫藥衛生及社會福利,222,-0.736744,218,291.206958
45,45502,義守大學,護理學系,義守護理,4,9,醫藥衛生及社會福利,214,-0.585739,206,311.721613
4,4302,國立成功大學,護理學系,成大護理學,1,9,醫藥衛生及社會福利,54,1.314381,70,442.0008602
30,30032,長庚大學,護理學系,長庚護理學,1,9,醫藥衛生及社會福利,104,0.56019,123,391.0495555
26,26152,中山醫學大學,護理學系,中山醫護理學,1,9,醫藥衛生及社會福利,165,-0.082276,180,345.7579927
25,25062,國立陽明大學,護理學系,陽明護理學,1,9,醫藥衛生及社會福利,56,1.267939,59,453.4733394
20,20102,輔仁大學,護理學系,輔仁護理學,1,9,醫藥衛生及社會福利,179,-0.184317,160,363.73662
153,153142,國立金門大學,護理學系,金門護理學,2,9,醫藥衛生及社會福利,213,-0.583251,210,309.1213654
